county,make,quartile,model_year,vehicle_count
Island,AUDI,4,2018,2
Island,BMW,1,2014,10
Island,BMW,1,2015,2
Island,BMW,1,2016,8
Island,BMW,1,2017,6
Island,BMW,1,2018,12
Island,BMW,1,2019,4
Island,BMW,1,2020,2
Island,BMW,1,2021,2
Island,BMW,2,2014,4
Island,BMW,2,2015,9
Island,BMW,2,2016,1
Island,BMW,2,2017,1
Island,BMW,2,2018,7
Island,BMW,3,2014,8
Island,BMW,3,2015,19
Island,BMW,3,2016,4
Island,BMW,3,2017,8
Island,BMW,3,2018,6
Island,BMW,4,2014,6
Island,BMW,4,2015,7
Island,BMW,4,2016,3
Island,BMW,4,2017,9
Island,BMW,4,2018,5
Island,BMW,4,2020,2
Island,CADILLAC,1,2014,4
Island,CADILLAC,1,2016,2
Island,CADILLAC,4,2014,5
Island,CADILLAC,4,2016,4
Island,CHEVROLET,1,2012,35
Island,CHEVROLET,1,2013,51
Island,CHEVROLET,1,2014,15
Island,CHEVROLET,1,2015,15
Island,CHEVROLET,1,2016,7
Island,CHEVROLET,1,2017,61
Island,CHEVROLET,1,2018,26
Island,CHEVROLET,1,2019,20
Island,CHEVROLET,1,2020,19
Island,CHEVROLET,1,2021,2
Island,CHEVROLET,2,2012,45
Island,CHEVROLET,2,2013,30
Island,CHEVROLET,2,2014,45
Island,CHEVROLET,2,2015,8
Island,CHEVROLET,2,2016,6
Island,CHEVROLET,2,2017,58
Island,CHEVROLET,2,2018,32
Island,CHEVROLET,2,2019,16
Island,CHEVROLET,2,2020,11
Island,CHEVROLET,2,2021,10
Island,CHEVROLET,3,2011,5
Island,CHEVROLET,3,2012,22
Island,CHEVROLET,3,2013,59
Island,CHEVROLET,3,2014,44
Island,CHEVROLET,3,2015,18
Island,CHEVROLET,3,2017,65
Island,CHEVROLET,3,2018,29
Island,CHEVROLET,3,2019,20
Island,CHEVROLET,3,2020,2
Island,CHEVROLET,4,2011,2
Island,CHEVROLET,4,2012,38
Island,CHEVROLET,4,2013,46
Island,CHEVROLET,4,2014,40
Island,CHEVROLET,4,2015,6
Island,CHEVROLET,4,2016,8
Island,CHEVROLET,4,2017,80
Island,CHEVROLET,4,2018,29
Island,CHEVROLET,4,2019,33
Island,CHEVROLET,4,2020,18
Island,CHRYSLER,1,2018,9
Island,CHRYSLER,1,2020,2
Island,CHRYSLER,1,2021,2
Island,CHRYSLER,2,2018,8
Island,CHRYSLER,3,2018,5
Island,CHRYSLER,4,2017,5
Island,CHRYSLER,4,2018,4
Island,CHRYSLER,4,2020,2
Island,FIAT,1,2014,2
Island,FIAT,1,2015,5
Island,FIAT,2,2013,3
Island,FIAT,2,2014,6
Island,FIAT,2,2016,4
Island,FIAT,2,2017,3
Island,FIAT,3,2013,6
Island,FIAT,3,2014,2
Island,FIAT,3,2015,2
Island,FIAT,3,2016,2
Island,FIAT,3,2017,2
Island,FIAT,4,2014,5
Island,FIAT,4,2015,3
Island,FORD,1,2000,3
Island,FORD,1,2013,42
Island,FORD,1,2014,14
Island,FORD,1,2015,21
Island,FORD,1,2016,20
Island,FORD,1,2017,13
Island,FORD,1,2020,2
Island,FORD,1,2021,2
Island,FORD,2,2000,1
Island,FORD,2,2013,40
Island,FORD,2,2014,41
Island,FORD,2,2015,19
Island,FORD,2,2016,28
Island,FORD,2,2017,18
Island,FORD,2,2018,5
Island,FORD,2,2019,4
Island,FORD,2,2021,4
Island,FORD,3,2013,33
Island,FORD,3,2014,70
Island,FORD,3,2015,21
Island,FORD,3,2016,28
Island,FORD,3,2017,23
Island,FORD,3,2018,2
Island,FORD,3,2019,3
Island,FORD,4,2000,2
Island,FORD,4,2013,20
Island,FORD,4,2014,32
Island,FORD,4,2015,29
Island,FORD,4,2016,13
Island,FORD,4,2017,12
Island,FORD,4,2018,4
Island,HONDA,1,2018,9
Island,HONDA,1,2019,2
Island,HONDA,1,2020,2
Island,HONDA,2,2018,4
Island,HONDA,2,2020,1
Island,HONDA,2,2021,2
Island,HONDA,3,2018,6
Island,HONDA,3,2020,2
Island,HONDA,4,2014,4
Island,HONDA,4,2018,4
Island,HYUNDAI,1,2016,20
Island,HYUNDAI,1,2020,14
Island,HYUNDAI,2,2016,11
Island,HYUNDAI,2,2020,3
Island,HYUNDAI,2,2021,8
Island,HYUNDAI,3,2016,14
Island,HYUNDAI,3,2018,3
Island,HYUNDAI,4,2016,24
Island,HYUNDAI,4,2019,3
Island,JAGUAR,1,2019,2
Island,JAGUAR,1,2020,2
Island,JAGUAR,2,2019,3
Island,JAGUAR,3,2019,2
Island,JEEP,2,2021,2
Island,KIA,1,2016,17
Island,KIA,1,2017,31
Island,KIA,1,2018,7
Island,KIA,1,2019,17
Island,KIA,1,2020,2
Island,KIA,2,2016,4
Island,KIA,2,2017,29
Island,KIA,2,2018,4
Island,KIA,2,2019,11
Island,KIA,2,2020,9
Island,KIA,3,2016,12
Island,KIA,3,2017,31
Island,KIA,3,2018,1
Island,KIA,3,2019,13
Island,KIA,3,2020,6
Island,KIA,4,2016,11
Island,KIA,4,2017,20
Island,KIA,4,2018,6
Island,KIA,4,2019,27
Island,KIA,4,2020,2
Island,MERCEDES-BENZ,1,2015,2
Island,MERCEDES-BENZ,1,2016,7
Island,MERCEDES-BENZ,1,2018,2
Island,MERCEDES-BENZ,2,2017,3
Island,MERCEDES-BENZ,4,2015,2
Island,MERCEDES-BENZ,4,2018,2
Island,MINI,1,2019,2
Island,MINI,2,2021,1
Island,MINI,2,2022,2
Island,MINI,3,2021,2
Island,MINI,4,2021,4
Island,MITSUBISHI,1,2012,9
Island,MITSUBISHI,1,2018,2
Island,MITSUBISHI,2,2012,6
Island,MITSUBISHI,2,2014,3
Island,MITSUBISHI,2,2018,7
Island,MITSUBISHI,2,2019,4
Island,MITSUBISHI,3,2012,4
Island,MITSUBISHI,3,2018,3
Island,MITSUBISHI,4,2012,10
Island,MITSUBISHI,4,2018,4
Island,MITSUBISHI,4,2020,2
Island,NISSAN,1,2011,22
Island,NISSAN,1,2012,8
Island,NISSAN,1,2013,60
Island,NISSAN,1,2014,23
Island,NISSAN,1,2015,34
Island,NISSAN,1,2016,35
Island,NISSAN,1,2017,9
Island,NISSAN,1,2018,12
Island,NISSAN,1,2019,15
Island,NISSAN,1,2020,8
Island,NISSAN,1,2021,4
Island,NISSAN,2,2011,38
Island,NISSAN,2,2012,24
Island,NISSAN,2,2013,70
Island,NISSAN,2,2014,32
Island,NISSAN,2,2015,5
Island,NISSAN,2,2016,23
Island,NISSAN,2,2017,11
Island,NISSAN,2,2018,30
Island,NISSAN,2,2019,6
Island,NISSAN,2,2021,2
Island,NISSAN,3,2011,35
Island,NISSAN,3,2012,8
Island,NISSAN,3,2013,67
Island,NISSAN,3,2014,10
Island,NISSAN,3,2015,25
Island,NISSAN,3,2016,20
Island,NISSAN,3,2017,19
Island,NISSAN,3,2018,6
Island,NISSAN,3,2019,12
Island,NISSAN,4,2011,10
Island,NISSAN,4,2012,12
Island,NISSAN,4,2013,43
Island,NISSAN,4,2014,5
Island,NISSAN,4,2015,48
Island,NISSAN,4,2016,25
Island,NISSAN,4,2017,14
Island,NISSAN,4,2018,5
Island,NISSAN,4,2019,17
Island,NISSAN,4,2020,6
Island,PORSCHE,1,2015,2
Island,PORSCHE,1,2019,1
Island,PORSCHE,3,2019,4
Island,PORSCHE,4,2020,2
Island,SMART,1,2015,6
Island,SMART,2,2013,2
Island,SMART,2,2015,3
Island,SMART,3,2015,4
Island,SMART,4,2014,1
Island,SMART,4,2015,4
Island,TESLA,1,2008,4
Island,TESLA,1,2012,9
Island,TESLA,1,2013,19
Island,TESLA,1,2014,8
Island,TESLA,1,2015,49
Island,TESLA,1,2016,25
Island,TESLA,1,2017,24
Island,TESLA,1,2018,67
Island,TESLA,1,2019,22
Island,TESLA,1,2020,56
Island,TESLA,1,2021,52
Island,TESLA,2,2008,1
Island,TESLA,2,2011,5
Island,TESLA,2,2013,46
Island,TESLA,2,2014,1
Island,TESLA,2,2015,54
Island,TESLA,2,2016,30
Island,TESLA,2,2017,16
Island,TESLA,2,2018,57
Island,TESLA,2,2019,50
Island,TESLA,2,2020,32
Island,TESLA,2,2021,36
Island,TESLA,3,2012,7
Island,TESLA,3,2013,26
Island,TESLA,3,2014,13
Island,TESLA,3,2015,24
Island,TESLA,3,2016,24
Island,TESLA,3,2017,16
Island,TESLA,3,2018,96
Island,TESLA,3,2019,48
Island,TESLA,3,2020,30
Island,TESLA,4,2010,4
Island,TESLA,4,2012,10
Island,TESLA,4,2013,20
Island,TESLA,4,2014,16
Island,TESLA,4,2015,28
Island,TESLA,4,2016,18
Island,TESLA,4,2017,29
Island,TESLA,4,2018,145
Island,TESLA,4,2019,23
Island,TESLA,4,2020,75
Island,TESLA,4,2021,22
Island,TOYOTA,1,2012,23
Island,TOYOTA,1,2013,13
Island,TOYOTA,1,2017,26
Island,TOYOTA,1,2018,7
Island,TOYOTA,1,2020,4
Island,TOYOTA,1,2021,4
Island,TOYOTA,2,2012,17
Island,TOYOTA,2,2013,12
Island,TOYOTA,2,2017,13
Island,TOYOTA,2,2018,19
Island,TOYOTA,2,2021,4
Island,TOYOTA,3,2012,33
Island,TOYOTA,3,2013,8
Island,TOYOTA,3,2015,2
Island,TOYOTA,3,2017,26
Island,TOYOTA,3,2018,26
Island,TOYOTA,3,2020,1
Island,TOYOTA,4,2012,3
Island,TOYOTA,4,2013,13
Island,TOYOTA,4,2015,4
Island,TOYOTA,4,2017,9
Island,TOYOTA,4,2018,22
Island,TOYOTA,4,2020,5
Island,VOLKSWAGEN,1,2015,4
Island,VOLKSWAGEN,1,2019,7
Island,VOLKSWAGEN,2,2015,2
Island,VOLKSWAGEN,2,2016,2
Island,VOLKSWAGEN,2,2019,8
Island,VOLKSWAGEN,2,2021,4
Island,VOLKSWAGEN,3,2015,6
Island,VOLKSWAGEN,3,2019,2
Island,VOLKSWAGEN,4,2015,6
Island,VOLKSWAGEN,4,2016,6
Island,VOLKSWAGEN,4,2019,1
Island,VOLVO,1,2016,1
Island,VOLVO,1,2017,4
Island,VOLVO,1,2018,7
Island,VOLVO,2,2016,6
Island,VOLVO,2,2017,2
Island,VOLVO,2,2021,2
Island,VOLVO,3,2017,2
Island,VOLVO,3,2018,1
Island,VOLVO,3,2019,3
Island,VOLVO,4,2017,1
Island,VOLVO,4,2018,2
Island,VOLVO,4,2019,2
King,AUDI,1,2016,335
King,AUDI,1,2017,241
King,AUDI,1,2018,142
King,AUDI,1,2019,195
King,AUDI,1,2020,144
King,AUDI,1,2021,185
King,AUDI,2,2016,265
King,AUDI,2,2017,185
King,AUDI,2,2018,142
King,AUDI,2,2019,192
King,AUDI,2,2020,75
King,AUDI,2,2021,201
King,AUDI,3,2016,213
King,AUDI,3,2017,168
King,AUDI,3,2018,93
King,AUDI,3,2019,266
King,AUDI,3,2020,74
King,AUDI,4,2016,157
King,AUDI,4,2017,189
King,AUDI,4,2018,134
King,AUDI,4,2019,196
King,AUDI,4,2020,70
King,AUDI,4,2021,40
King,AZURE DYNAMICS,1,2011,12
King,AZURE DYNAMICS,1,2012,2
King,AZURE DYNAMICS,2,2011,2
King,AZURE DYNAMICS,2,2012,3
King,AZURE DYNAMICS,3,2011,3
King,AZURE DYNAMICS,4,2011,21
King,AZURE DYNAMICS,4,2012,2
King,BMW,1,2014,1102
King,BMW,1,2015,624
King,BMW,1,2016,336
King,BMW,1,2017,776
King,BMW,1,2018,413
King,BMW,1,2019,141
King,BMW,1,2020,20
King,BMW,1,2021,204
King,BMW,2,2014,831
King,BMW,2,2015,445
King,BMW,2,2016,477
King,BMW,2,2017,630
King,BMW,2,2018,423
King,BMW,2,2019,153
King,BMW,2,2020,75
King,BMW,2,2021,133
King,BMW,3,2014,657
King,BMW,3,2015,609
King,BMW,3,2016,633
King,BMW,3,2017,621
King,BMW,3,2018,406
King,BMW,3,2019,142
King,BMW,3,2020,78
King,BMW,3,2021,32
King,BMW,4,2014,741
King,BMW,4,2015,705
King,BMW,4,2016,375
King,BMW,4,2017,724
King,BMW,4,2018,529
King,BMW,4,2019,180
King,BMW,4,2020,67
King,BMW,4,2021,135
King,CADILLAC,1,2014,46
King,CADILLAC,1,2016,19
King,CADILLAC,1,2017,9
King,CADILLAC,1,2018,2
King,CADILLAC,2,2014,70
King,CADILLAC,2,2016,31
King,CADILLAC,2,2018,10
King,CADILLAC,3,2014,55
King,CADILLAC,3,2017,1
King,CADILLAC,3,2018,10
King,CADILLAC,4,2014,64
King,CADILLAC,4,2016,4
King,CADILLAC,4,2017,4
King,CADILLAC,4,2018,4
King,CHEVROLET,1,1997,1
King,CHEVROLET,1,2011,102
King,CHEVROLET,1,2012,521
King,CHEVROLET,1,2013,888
King,CHEVROLET,1,2014,606
King,CHEVROLET,1,2015,242
King,CHEVROLET,1,2016,123
King,CHEVROLET,1,2017,1826
King,CHEVROLET,1,2018,723
King,CHEVROLET,1,2019,516
King,CHEVROLET,1,2020,498
King,CHEVROLET,1,2021,20
King,CHEVROLET,2,1997,2
King,CHEVROLET,2,2011,140
King,CHEVROLET,2,2012,576
King,CHEVROLET,2,2013,762
King,CHEVROLET,2,2014,574
King,CHEVROLET,2,2015,252
King,CHEVROLET,2,2016,110
King,CHEVROLET,2,2017,1711
King,CHEVROLET,2,2018,780
King,CHEVROLET,2,2019,420
King,CHEVROLET,2,2020,220
King,CHEVROLET,2,2021,180
King,CHEVROLET,3,1997,5
King,CHEVROLET,3,1998,8
King,CHEVROLET,3,2011,110
King,CHEVROLET,3,2012,698
King,CHEVROLET,3,2013,998
King,CHEVROLET,3,2014,711
King,CHEVROLET,3,2015,310
King,CHEVROLET,3,2016,140
King,CHEVROLET,3,2017,1737
King,CHEVROLET,3,2018,452
King,CHEVROLET,3,2019,366
King,CHEVROLET,3,2020,159
King,CHEVROLET,4,1997,11
King,CHEVROLET,4,1998,1
King,CHEVROLET,4,2011,71
King,CHEVROLET,4,2012,616
King,CHEVROLET,4,2013,1236
King,CHEVROLET,4,2014,756
King,CHEVROLET,4,2015,256
King,CHEVROLET,4,2016,100
King,CHEVROLET,4,2017,2154
King,CHEVROLET,4,2018,568
King,CHEVROLET,4,2019,701
King,CHEVROLET,4,2020,260
King,CHRYSLER,1,2017,17
King,CHRYSLER,1,2018,364
King,CHRYSLER,1,2019,47
King,CHRYSLER,1,2020,112
King,CHRYSLER,1,2021,52
King,CHRYSLER,2,2017,108
King,CHRYSLER,2,2018,353
King,CHRYSLER,2,2019,70
King,CHRYSLER,2,2020,47
King,CHRYSLER,2,2021,114
King,CHRYSLER,3,2017,63
King,CHRYSLER,3,2018,223
King,CHRYSLER,3,2019,65
King,CHRYSLER,3,2020,45
King,CHRYSLER,4,2017,57
King,CHRYSLER,4,2018,301
King,CHRYSLER,4,2019,44
King,CHRYSLER,4,2020,109
King,DODGE,2,1994,2
King,DODGE,3,1994,1
King,FIAT,1,2013,155
King,FIAT,1,2014,69
King,FIAT,1,2015,214
King,FIAT,1,2016,70
King,FIAT,1,2017,83
King,FIAT,1,2019,2
King,FIAT,2,2013,131
King,FIAT,2,2014,134
King,FIAT,2,2015,179
King,FIAT,2,2016,49
King,FIAT,2,2017,44
King,FIAT,3,2013,115
King,FIAT,3,2014,151
King,FIAT,3,2015,228
King,FIAT,3,2016,81
King,FIAT,3,2017,50
King,FIAT,3,2018,2
King,FIAT,3,2019,2
King,FIAT,4,2013,189
King,FIAT,4,2014,98
King,FIAT,4,2015,260
King,FIAT,4,2016,94
King,FIAT,4,2017,51
King,FISKER,1,2012,82
King,FISKER,2,2012,43
King,FISKER,3,2012,17
King,FISKER,4,2012,15
King,FORD,1,2000,16
King,FORD,1,2001,5
King,FORD,1,2012,42
King,FORD,1,2013,964
King,FORD,1,2014,570
King,FORD,1,2015,551
King,FORD,1,2016,594
King,FORD,1,2017,333
King,FORD,1,2018,81
King,FORD,1,2019,41
King,FORD,1,2020,9
King,FORD,1,2021,118
King,FORD,2,1999,2
King,FORD,2,2000,22
King,FORD,2,2001,3
King,FORD,2,2012,23
King,FORD,2,2013,829
King,FORD,2,2014,731
King,FORD,2,2015,421
King,FORD,2,2016,564
King,FORD,2,2017,315
King,FORD,2,2018,89
King,FORD,2,2019,20
King,FORD,2,2020,17
King,FORD,2,2021,181
King,FORD,3,1999,6
King,FORD,3,2000,22
King,FORD,3,2012,14
King,FORD,3,2013,876
King,FORD,3,2014,890
King,FORD,3,2015,501
King,FORD,3,2016,539
King,FORD,3,2017,385
King,FORD,3,2018,50
King,FORD,3,2019,41
King,FORD,3,2020,14
King,FORD,4,1999,3
King,FORD,4,2000,2
King,FORD,4,2001,6
King,FORD,4,2012,11
King,FORD,4,2013,1061
King,FORD,4,2014,659
King,FORD,4,2015,472
King,FORD,4,2016,575
King,FORD,4,2017,335
King,FORD,4,2018,49
King,FORD,4,2019,46
King,FORD,4,2020,18
King,HONDA,1,2014,13
King,HONDA,1,2017,1
King,HONDA,1,2018,316
King,HONDA,1,2019,38
King,HONDA,1,2020,13
King,HONDA,2,2014,5
King,HONDA,2,2018,450
King,HONDA,2,2019,12
King,HONDA,2,2020,16
King,HONDA,2,2021,2
King,HONDA,3,2014,5
King,HONDA,3,2018,219
King,HONDA,3,2019,15
King,HONDA,3,2020,22
King,HONDA,4,2014,10
King,HONDA,4,2018,282
King,HONDA,4,2019,30
King,HONDA,4,2020,18
King,HYUNDAI,1,2016,387
King,HYUNDAI,1,2017,16
King,HYUNDAI,1,2019,28
King,HYUNDAI,1,2020,81
King,HYUNDAI,1,2021,16
King,HYUNDAI,2,2016,820
King,HYUNDAI,2,2017,34
King,HYUNDAI,2,2018,2
King,HYUNDAI,2,2019,20
King,HYUNDAI,2,2020,41
King,HYUNDAI,2,2021,64
King,HYUNDAI,3,2016,400
King,HYUNDAI,3,2017,49
King,HYUNDAI,3,2018,7
King,HYUNDAI,3,2019,19
King,HYUNDAI,3,2020,60
King,HYUNDAI,4,2016,642
King,HYUNDAI,4,2017,15
King,HYUNDAI,4,2019,39
King,HYUNDAI,4,2020,61
King,HYUNDAI,4,2021,2
King,JAGUAR,1,2019,83
King,JAGUAR,1,2020,25
King,JAGUAR,2,2019,69
King,JAGUAR,2,2020,17
King,JAGUAR,3,2019,52
King,JAGUAR,3,2020,19
King,JAGUAR,4,2019,72
King,JAGUAR,4,2020,47
King,JEEP,2,2021,46
King,KIA,1,2015,16
King,KIA,1,2016,505
King,KIA,1,2017,797
King,KIA,1,2018,213
King,KIA,1,2019,525
King,KIA,1,2020,127
King,KIA,2,2015,27
King,KIA,2,2016,485
King,KIA,2,2017,769
King,KIA,2,2018,329
King,KIA,2,2019,353
King,KIA,2,2020,168
King,KIA,2,2021,2
King,KIA,3,2015,17
King,KIA,3,2016,487
King,KIA,3,2017,864
King,KIA,3,2018,180
King,KIA,3,2019,356
King,KIA,3,2020,81
King,KIA,4,2015,10
King,KIA,4,2016,585
King,KIA,4,2017,931
King,KIA,4,2018,201
King,KIA,4,2019,535
King,KIA,4,2020,98
King,LAND ROVER,1,2020,34
King,LAND ROVER,1,2021,6
King,LAND ROVER,2,2020,16
King,LAND ROVER,2,2021,3
King,LAND ROVER,3,2020,14
King,LAND ROVER,4,2020,13
King,LINCOLN,1,2020,4
King,LINCOLN,2,2020,4
King,LINCOLN,3,2020,2
King,LINCOLN,4,2020,10
King,MERCEDES-BENZ,1,2014,38
King,MERCEDES-BENZ,1,2015,18
King,MERCEDES-BENZ,1,2016,12
King,MERCEDES-BENZ,1,2017,27
King,MERCEDES-BENZ,1,2018,28
King,MERCEDES-BENZ,1,2019,52
King,MERCEDES-BENZ,1,2020,6
King,MERCEDES-BENZ,2,2014,76
King,MERCEDES-BENZ,2,2015,46
King,MERCEDES-BENZ,2,2016,26
King,MERCEDES-BENZ,2,2017,8
King,MERCEDES-BENZ,2,2018,23
King,MERCEDES-BENZ,2,2019,29
King,MERCEDES-BENZ,2,2020,1
King,MERCEDES-BENZ,3,2014,37
King,MERCEDES-BENZ,3,2015,65
King,MERCEDES-BENZ,3,2016,38
King,MERCEDES-BENZ,3,2017,12
King,MERCEDES-BENZ,3,2018,12
King,MERCEDES-BENZ,3,2019,32
King,MERCEDES-BENZ,3,2020,20
King,MERCEDES-BENZ,4,2014,33
King,MERCEDES-BENZ,4,2015,34
King,MERCEDES-BENZ,4,2016,21
King,MERCEDES-BENZ,4,2017,36
King,MERCEDES-BENZ,4,2018,23
King,MERCEDES-BENZ,4,2019,42
King,MERCEDES-BENZ,4,2020,20
King,MINI,1,2018,59
King,MINI,1,2019,67
King,MINI,1,2021,30
King,MINI,2,2018,24
King,MINI,2,2019,57
King,MINI,2,2020,4
King,MINI,2,2021,40
King,MINI,2,2022,12
King,MINI,3,2018,20
King,MINI,3,2019,58
King,MINI,3,2020,2
King,MINI,3,2021,42
King,MINI,4,2018,74
King,MINI,4,2019,68
King,MINI,4,2021,63
King,MITSUBISHI,1,2012,94
King,MITSUBISHI,1,2014,3
King,MITSUBISHI,1,2016,6
King,MITSUBISHI,1,2018,128
King,MITSUBISHI,1,2019,17
King,MITSUBISHI,1,2020,15
King,MITSUBISHI,2,2012,76
King,MITSUBISHI,2,2014,20
King,MITSUBISHI,2,2016,17
King,MITSUBISHI,2,2018,92
King,MITSUBISHI,2,2019,26
King,MITSUBISHI,2,2020,8
King,MITSUBISHI,3,2012,64
King,MITSUBISHI,3,2014,24
King,MITSUBISHI,3,2016,19
King,MITSUBISHI,3,2018,81
King,MITSUBISHI,3,2019,56
King,MITSUBISHI,3,2020,4
King,MITSUBISHI,4,2012,55
King,MITSUBISHI,4,2014,18
King,MITSUBISHI,4,2016,9
King,MITSUBISHI,4,2018,75
King,MITSUBISHI,4,2019,46
King,MITSUBISHI,4,2020,23
King,NISSAN,1,2011,875
King,NISSAN,1,2012,1320
King,NISSAN,1,2013,3209
King,NISSAN,1,2014,845
King,NISSAN,1,2015,2466
King,NISSAN,1,2016,2004
King,NISSAN,1,2017,945
King,NISSAN,1,2018,828
King,NISSAN,1,2019,771
King,NISSAN,1,2020,329
King,NISSAN,1,2021,14
King,NISSAN,2,2011,2453
King,NISSAN,2,2012,793
King,NISSAN,2,2013,3814
King,NISSAN,2,2014,1533
King,NISSAN,2,2015,1850
King,NISSAN,2,2016,1336
King,NISSAN,2,2017,1516
King,NISSAN,2,2018,1255
King,NISSAN,2,2019,672
King,NISSAN,2,2020,48
King,NISSAN,2,2021,216
King,NISSAN,3,2011,2213
King,NISSAN,3,2012,937
King,NISSAN,3,2013,3422
King,NISSAN,3,2014,884
King,NISSAN,3,2015,3210
King,NISSAN,3,2016,1726
King,NISSAN,3,2017,1547
King,NISSAN,3,2018,888
King,NISSAN,3,2019,569
King,NISSAN,3,2020,50
King,NISSAN,4,2011,1017
King,NISSAN,4,2012,1521
King,NISSAN,4,2013,2886
King,NISSAN,4,2014,608
King,NISSAN,4,2015,4339
King,NISSAN,4,2016,1930
King,NISSAN,4,2017,945
King,NISSAN,4,2018,951
King,NISSAN,4,2019,651
King,NISSAN,4,2020,235
King,POLESTAR,1,2021,10
King,POLESTAR,2,2021,2
King,POLESTAR,4,2021,4
King,PORSCHE,1,2014,21
King,PORSCHE,1,2015,35
King,PORSCHE,1,2016,55
King,PORSCHE,1,2017,66
King,PORSCHE,1,2018,35
King,PORSCHE,1,2019,14
King,PORSCHE,1,2020,31
King,PORSCHE,1,2021,22
King,PORSCHE,2,2014,18
King,PORSCHE,2,2015,47
King,PORSCHE,2,2016,107
King,PORSCHE,2,2017,32
King,PORSCHE,2,2018,42
King,PORSCHE,2,2019,15
King,PORSCHE,2,2020,54
King,PORSCHE,2,2021,40
King,PORSCHE,3,2014,5
King,PORSCHE,3,2015,28
King,PORSCHE,3,2016,81
King,PORSCHE,3,2017,54
King,PORSCHE,3,2018,29
King,PORSCHE,3,2019,54
King,PORSCHE,3,2020,37
King,PORSCHE,4,2014,12
King,PORSCHE,4,2015,16
King,PORSCHE,4,2016,69
King,PORSCHE,4,2017,54
King,PORSCHE,4,2018,36
King,PORSCHE,4,2019,36
King,PORSCHE,4,2020,62
King,SMART,1,2013,50
King,SMART,1,2014,48
King,SMART,1,2015,30
King,SMART,1,2016,9
King,SMART,1,2017,16
King,SMART,1,2018,12
King,SMART,2,2011,2
King,SMART,2,2013,10
King,SMART,2,2014,125
King,SMART,2,2015,66
King,SMART,2,2016,14
King,SMART,2,2017,11
King,SMART,2,2018,18
King,SMART,3,2013,28
King,SMART,3,2014,66
King,SMART,3,2015,42
King,SMART,3,2016,25
King,SMART,3,2017,13
King,SMART,3,2018,8
King,SMART,3,2019,3
King,SMART,4,2013,8
King,SMART,4,2014,74
King,SMART,4,2015,35
King,SMART,4,2016,14
King,SMART,4,2017,13
King,SMART,4,2018,11
King,SUBARU,1,2019,5
King,SUBARU,2,2019,20
King,SUBARU,3,2019,15
King,SUBARU,4,2019,34
King,TESLA,1,2008,115
King,TESLA,1,2010,37
King,TESLA,1,2011,7
King,TESLA,1,2012,345
King,TESLA,1,2013,1907
King,TESLA,1,2014,1254
King,TESLA,1,2015,1241
King,TESLA,1,2016,2027
King,TESLA,1,2017,1641
King,TESLA,1,2018,5450
King,TESLA,1,2019,1496
King,TESLA,1,2020,4113
King,TESLA,1,2021,2682
King,TESLA,2,2008,62
King,TESLA,2,2010,58
King,TESLA,2,2011,42
King,TESLA,2,2012,100
King,TESLA,2,2013,1850
King,TESLA,2,2014,977
King,TESLA,2,2015,2211
King,TESLA,2,2016,1916
King,TESLA,2,2017,1543
King,TESLA,2,2018,4927
King,TESLA,2,2019,4147
King,TESLA,2,2020,1745
King,TESLA,2,2021,2171
King,TESLA,3,2008,12
King,TESLA,3,2010,125
King,TESLA,3,2011,31
King,TESLA,3,2012,172
King,TESLA,3,2013,1276
King,TESLA,3,2014,939
King,TESLA,3,2015,1284
King,TESLA,3,2016,1601
King,TESLA,3,2017,1363
King,TESLA,3,2018,5731
King,TESLA,3,2019,3440
King,TESLA,3,2020,2700
King,TESLA,4,2008,39
King,TESLA,4,2010,84
King,TESLA,4,2011,26
King,TESLA,4,2012,598
King,TESLA,4,2013,1243
King,TESLA,4,2014,1252
King,TESLA,4,2015,1022
King,TESLA,4,2016,1798
King,TESLA,4,2017,1499
King,TESLA,4,2018,8345
King,TESLA,4,2019,2280
King,TESLA,4,2020,3886
King,TESLA,4,2021,902
King,TH!NK,2,2011,3
King,TH!NK,3,2011,4
King,TH!NK,4,2011,1
King,TOYOTA,1,2003,2
King,TOYOTA,1,2012,491
King,TOYOTA,1,2013,231
King,TOYOTA,1,2014,169
King,TOYOTA,1,2015,90
King,TOYOTA,1,2017,580
King,TOYOTA,1,2018,165
King,TOYOTA,1,2019,33
King,TOYOTA,1,2020,49
King,TOYOTA,1,2021,67
King,TOYOTA,2,2002,13
King,TOYOTA,2,2003,1
King,TOYOTA,2,2012,580
King,TOYOTA,2,2013,251
King,TOYOTA,2,2014,133
King,TOYOTA,2,2015,58
King,TOYOTA,2,2017,587
King,TOYOTA,2,2018,206
King,TOYOTA,2,2019,52
King,TOYOTA,2,2020,35
King,TOYOTA,2,2021,62
King,TOYOTA,3,2002,3
King,TOYOTA,3,2012,366
King,TOYOTA,3,2013,306
King,TOYOTA,3,2014,209
King,TOYOTA,3,2015,57
King,TOYOTA,3,2017,359
King,TOYOTA,3,2018,345
King,TOYOTA,3,2019,45
King,TOYOTA,3,2020,51
King,TOYOTA,3,2021,10
King,TOYOTA,4,2012,462
King,TOYOTA,4,2013,451
King,TOYOTA,4,2014,152
King,TOYOTA,4,2015,70
King,TOYOTA,4,2017,401
King,TOYOTA,4,2018,514
King,TOYOTA,4,2019,14
King,TOYOTA,4,2020,114
King,TOYOTA,4,2021,48
King,VOLKSWAGEN,1,2015,113
